Surname Name Avg
Surname240 Name240 9.04
Surname241 Name241 5.36
Surname245 Name245 6.30
Surname246 Name246 7.58
Surname247 Name247 5.88
Surname248 Name248 7.88
Surname250 Name250 6.52
Surname253 Name253 7.64
Surname256 Name256 5.94
Surname257 Name257 5.08
Surname260 Name260 5.70
Surname263 Name263 6.30
Surname264 Name264 6.76
Surname265 Name265 8.52
Surname266 Name266 7.16
Surname268 Name268 8.32
Surname269 Name269 5.22
Surname272 Name272 5.18
Surname276 Name276 6.52
Surname277 Name277 8.80
Surname278 Name278 7.80
Surname280 Name280 6.34
Surname281 Name281 5.88
Surname282 Name282 8.40
Surname283 Name283 8.74
Surname284 Name284 6.50
Surname285 Name285 6.46
Surname286 Name286 5.94
Surname287 Name287 6.36
Surname288 Name288 8.92
Surname290 Name290 6.92
Surname291 Name291 7.44
Surname293 Name293 7.76
Surname296 Name296 6.28
Surname297 Name297 7.64
Surname298 Name298 8.92
Surname299 Name299 7.82
Surname302 Name302 7.88
Surname303 Name303 5.20
Surname304 Name304 8.44
Surname306 Name306 6.06
Surname310 Name310 6.52
Surname311 Name311 7.34
Surname312 Name312 7.10
Surname315 Name315 6.40
Surname316 Name316 8.50
Surname317 Name317 6.70
Surname319 Name319 8.68
Surname320 Name320 7.56
Surname322 Name322 5.88
Surname323 Name323 5.24
Surname326 Name326 5.74
Surname327 Name327 8.34
Surname328 Name328 6.40
Surname330 Name330 6.06
Surname331 Name331 8.22
Surname332 Name332 8.56
Surname333 Name333 7.68
Surname334 Name334 5.24
Surname335 Name335 8.10
Surname336 Name336 5.12
Surname337 Name337 8.14
Surname340 Name340 6.46
Surname343 Name343 7.42
Surname349 Name349 7.10
Surname350 Name350 6.24
Surname353 Name353 8.34
Surname355 Name355 6.64
Surname357 Name357 7.76
Surname358 Name358 8.70
Surname364 Name364 7.70
Surname366 Name366 6.00
Surname367 Name367 8.92
Surname368 Name368 8.38
Surname369 Name369 5.48
Surname370 Name370 5.74
Surname373 Name373 5.70
Surname374 Name374 5.70
Surname377 Name377 6.16
Surname379 Name379 8.34
Surname381 Name381 6.34
Surname382 Name382 5.82
Surname383 Name383 7.34
Surname385 Name385 5.46
Surname388 Name388 6.00
Surname389 Name389 5.08
Surname390 Name390 7.92
Surname394 Name394 5.14
Surname395 Name395 8.62
Surname396 Name396 6.74
Surname397 Name397 8.98
Surname400 Name400 6.36
Surname403 Name403 7.50
Surname404 Name404 5.40
Surname407 Name407 6.68
Surname409 Name409 8.04
Surname412 Name412 8.92
Surname415 Name415 8.10
Surname417 Name417 5.42
Surname418 Name418 5.94
Surname420 Name420 6.18
Surname422 Name422 6.46
Surname425 Name425 5.12
Surname428 Name428 7.98
Surname429 Name429 6.00
Surname431 Name431 6.70
Surname434 Name434 6.34
Surname435 Name435 6.44
Surname436 Name436 6.10
Surname438 Name438 6.56
Surname440 Name440 5.46
Surname441 Name441 5.76
Surname442 Name442 7.28
Surname444 Name444 5.70
Surname445 Name445 8.28
Surname449 Name449 6.12
Surname450 Name450 8.34
Surname455 Name455 8.56
Surname456 Name456 6.52
Surname457 Name457 8.46
Surname458 Name458 6.82
Surname459 Name459 7.32
Surname460 Name460 7.90
Surname461 Name461 5.94
Surname463 Name463 5.88
Surname465 Name465 7.70
Surname467 Name467 7.38
Surname469 Name469 5.54
Surname471 Name471 8.28
Surname472 Name472 7.46
Surname473 Name473 9.04
Surname476 Name476 7.52
Surname477 Name477 7.68
Surname478 Name478 8.52
Surname479 Name479 7.86
Surname480 Name480 7.50
Surname481 Name481 8.86
Surname482 Name482 6.12
Surname484 Name484 5.76
Surname487 Name487 8.20
Surname488 Name488 8.40
Surname489 Name489 5.10
Surname492 Name492 7.52
Surname493 Name493 6.00
Surname494 Name494 7.00
Surname495 Name495 5.42
Surname496 Name496 8.12
Surname497 Name497 7.80
Surname498 Name498 8.50
Surname499 Name499 7.44
Surname500 Name500 8.68
Surname503 Name503 5.06
Surname505 Name505 5.22
Surname509 Name509 6.70
Surname510 Name510 5.36
Surname511 Name511 6.00
Surname515 Name515 5.32
Surname517 Name517 8.10
Surname518 Name518 7.40
Surname519 Name519 5.86
Surname520 Name520 6.94
Surname521 Name521 6.24
Surname522 Name522 5.58
Surname526 Name526 7.40
Surname529 Name529 6.28
Surname530 Name530 6.90
Surname532 Name532 6.04
Surname534 Name534 5.82
Surname535 Name535 5.74
Surname536 Name536 6.28
Surname541 Name541 5.60
Surname543 Name543 5.36
Surname546 Name546 6.92
Surname547 Name547 5.10
Surname548 Name548 8.38
Surname549 Name549 6.98
Surname550 Name550 8.04
Surname551 Name551 5.78
Surname552 Name552 8.52
Surname553 Name553 6.78
Surname554 Name554 8.34
Surname555 Name555 5.00
Surname556 Name556 5.58
Surname557 Name557 8.50
Surname559 Name559 6.44
Surname560 Name560 7.80
Surname561 Name561 5.64
Surname564 Name564 9.28
Surname565 Name565 8.22
Surname568 Name568 6.76
Surname569 Name569 7.80
Surname570 Name570 5.72
Surname571 Name571 7.52
Surname572 Name572 5.52
Surname573 Name573 7.18
Surname575 Name575 8.04
Surname576 Name576 6.28
Surname577 Name577 8.22
Surname578 Name578 5.06
Surname579 Name579 5.00
Surname582 Name582 6.38
Surname583 Name583 6.28
Surname585 Name585 6.18
Surname586 Name586 8.38
Surname587 Name587 7.76
Surname589 Name589 6.92
Surname592 Name592 7.92
Surname595 Name595 6.30
Surname596 Name596 7.32
Surname598 Name598 8.68
Surname599 Name599 6.18
Surname600 Name600 7.50
Surname601 Name601 6.00
Surname604 Name604 5.98
Surname605 Name605 6.88
Surname606 Name606 7.44
Surname608 Name608 7.22
Surname609 Name609 7.74
Surname610 Name610 8.92
Surname612 Name612 6.00
Surname613 Name613 6.94
Surname614 Name614 8.56
Surname615 Name615 6.58
Surname619 Name619 6.88
Surname620 Name620 8.62
Surname621 Name621 7.64
Surname622 Name622 7.18
Surname623 Name623 6.22
Surname624 Name624 6.98
Surname626 Name626 7.76
Surname627 Name627 5.18
Surname629 Name629 8.04
Surname631 Name631 7.06
Surname632 Name632 8.98
Surname636 Name636 7.44
Surname640 Name640 8.92
Surname642 Name642 5.10
Surname643 Name643 6.98
Surname644 Name644 6.30
Surname648 Name648 5.84
Surname649 Name649 5.64
Surname650 Name650 6.06
Surname651 Name651 8.80
Surname652 Name652 7.58
Surname654 Name654 6.24
Surname655 Name655 7.62
Surname657 Name657 8.52
Surname661 Name661 9.22
Surname664 Name664 8.58
Surname665 Name665 7.10
Surname666 Name666 5.88
Surname668 Name668 8.50
Surname670 Name670 9.28
Surname672 Name672 6.56
Surname673 Name673 5.70
Surname674 Name674 8.56
Surname675 Name675 7.04
Surname676 Name676 5.40
Surname677 Name677 6.10
Surname678 Name678 5.98
Surname679 Name679 5.24
Surname681 Name681 7.50
Surname683 Name683 7.10
Surname684 Name684 7.80
Surname685 Name685 8.80
Surname687 Name687 5.24
Surname688 Name688 5.64
Surname689 Name689 6.00
Surname691 Name691 6.40
Surname693 Name693 6.52
Surname697 Name697 7.56
Surname698 Name698 5.76
Surname700 Name700 6.92
Surname702 Name702 7.28
Surname703 Name703 7.70
Surname704 Name704 5.36
Surname707 Name707 8.62
Surname711 Name711 7.04
Surname712 Name712 7.92
Surname713 Name713 7.58
Surname716 Name716 5.52
Surname717 Name717 5.64
Surname718 Name718 5.46
Surname720 Name720 6.04
Surname723 Name723 8.16
Surname726 Name726 8.08
Surname728 Name728 7.44
Surname729 Name729 7.10
Surname730 Name730 7.80
Surname731 Name731 5.94
Surname734 Name734 6.88
Surname735 Name735 8.10
Surname736 Name736 7.46
Surname739 Name739 8.26
Surname741 Name741 6.58
Surname744 Name744 6.98
Surname746 Name746 5.76
Surname747 Name747 6.92
Surname748 Name748 6.28
Surname749 Name749 5.00
Surname750 Name750 6.34
Surname754 Name754 8.92
Surname756 Name756 5.28
Surname757 Name757 5.66
Surname759 Name759 7.76
Surname763 Name763 8.80
Surname764 Name764 6.92
Surname766 Name766 8.62
Surname768 Name768 6.92
Surname769 Name769 5.30
Surname771 Name771 7.12
Surname778 Name778 8.38
Surname782 Name782 6.06
Surname783 Name783 8.34
Surname784 Name784 6.94
Surname785 Name785 6.10
Surname787 Name787 7.40
Surname788 Name788 5.92
Surname790 Name790 5.82
Surname791 Name791 7.62
Surname792 Name792 8.28
Surname794 Name794 8.10
Surname795 Name795 6.84
Surname796 Name796 8.44
Surname797 Name797 6.52
Surname798 Name798 8.04
Surname801 Name801 8.92
Surname802 Name802 5.42
Surname805 Name805 7.22
Surname806 Name806 8.62
Surname807 Name807 6.46
Surname808 Name808 5.14
Surname810 Name810 7.28
Surname814 Name814 7.50
Surname815 Name815 6.52
Surname818 Name818 6.92
Surname819 Name819 7.92
Surname820 Name820 8.50
Surname821 Name821 8.56
Surname823 Name823 5.40
Surname826 Name826 7.46
Surname828 Name828 6.98
Surname829 Name829 8.92
Surname830 Name830 8.92
Surname832 Name832 8.80
Surname833 Name833 8.62
Surname835 Name835 6.54
Surname837 Name837 7.46
Surname839 Name839 8.20
Surname841 Name841 7.36
Surname843 Name843 5.12
Surname844 Name844 6.48
Surname847 Name847 7.00
Surname850 Name850 5.00
Surname851 Name851 6.64
Surname853 Name853 5.00
Surname854 Name854 6.28
Surname855 Name855 5.70
Surname860 Name860 6.94
Surname863 Name863 6.22
Surname864 Name864 8.34
Surname865 Name865 5.42
Surname866 Name866 5.00
Surname867 Name867 6.62
Surname870 Name870 7.38
Surname871 Name871 8.32
Surname873 Name873 5.30
Surname874 Name874 6.52
Surname875 Name875 7.50
Surname876 Name876 8.04
Surname877 Name877 8.04
Surname879 Name879 9.04
Surname880 Name880 5.46
Surname881 Name881 5.88
Surname882 Name882 8.74
Surname883 Name883 8.86
Surname885 Name885 5.64
Surname886 Name886 6.76
Surname889 Name889 8.44
Surname890 Name890 5.50
Surname892 Name892 7.16
Surname894 Name894 6.10
Surname896 Name896 6.12
Surname899 Name899 5.94
Surname904 Name904 6.80
Surname905 Name905 8.92
Surname907 Name907 7.18
Surname908 Name908 7.80
Surname909 Name909 6.36
Surname910 Name910 5.64
Surname911 Name911 8.22
Surname912 Name912 5.52
Surname913 Name913 8.34
Surname914 Name914 7.28
Surname915 Name915 6.30
Surname920 Name920 7.78
Surname923 Name923 6.92
Surname925 Name925 6.74
Surname926 Name926 6.00
Surname927 Name927 6.98
Surname931 Name931 5.06
Surname932 Name932 8.92
Surname937 Name937 6.16
Surname938 Name938 7.80
Surname939 Name939 5.00
Surname940 Name940 6.52
Surname941 Name941 7.64
Surname942 Name942 8.50
Surname943 Name943 6.38
Surname945 Name945 7.44
Surname946 Name946 8.68
Surname947 Name947 6.46
Surname951 Name951 6.86
Surname953 Name953 8.04
Surname954 Name954 6.28
Surname956 Name956 8.16
Surname958 Name958 7.34
Surname959 Name959 7.68
Surname961 Name961 6.24
Surname962 Name962 6.04
Surname966 Name966 8.28
Surname970 Name970 6.74
Surname972 Name972 5.54
Surname973 Name973 6.00
Surname974 Name974 7.68
Surname977 Name977 9.10
Surname978 Name978 6.40
Surname979 Name979 5.52
Surname980 Name980 8.34
Surname981 Name981 7.04
Surname982 Name982 5.00
Surname983 Name983 5.06
Surname985 Name985 6.56
Surname988 Name988 5.98
Surname989 Name989 8.62
Surname991 Name991 8.28
Surname993 Name993 5.34
Surname994 Name994 5.82
Surname995 Name995 6.00
Surname997 Name997 6.22
Surname998 Name998 7.82
Surname999 Name999 5.88
Surname1000 Name1000 6.98
Surname1003 Name1003 8.04
Surname1004 Name1004 8.34
Surname1006 Name1006 6.46
Surname1007 Name1007 7.76
Surname1009 Name1009 5.12
Surname1010 Name1010 5.44
Surname1012 Name1012 8.68
Surname1013 Name1013 7.64
Surname1014 Name1014 8.20
Surname1017 Name1017 8.20
Surname1018 Name1018 6.46
Surname1021 Name1021 6.58
Surname1023 Name1023 8.34
Surname1026 Name1026 7.98
Surname1027 Name1027 7.42
Surname1029 Name1029 5.20
Surname1030 Name1030 7.30
Surname1031 Name1031 7.92
Surname1032 Name1032 7.28
Surname1033 Name1033 7.20
Surname1035 Name1035 6.64
Surname1036 Name1036 6.06
Surname1037 Name1037 8.22
Surname1038 Name1038 7.34
Surname1039 Name1039 6.56
Surname1040 Name1040 6.40
Surname1041 Name1041 8.92
Surname1042 Name1042 5.48
Surname1043 Name1043 8.20
Surname1044 Name1044 5.28
Surname1045 Name1045 6.58
Surname1048 Name1048 7.28
Surname1051 Name1051 6.30
Surname1052 Name1052 5.40
Surname1053 Name1053 8.56
Surname1054 Name1054 8.46
Surname1057 Name1057 8.80
Surname1059 Name1059 8.50
Surname1060 Name1060 6.16
Surname1063 Name1063 5.24
Surname1064 Name1064 5.76
Surname1069 Name1069 7.40
Surname1070 Name1070 7.74
Surname1072 Name1072 5.12
Surname1075 Name1075 6.52
Surname1076 Name1076 7.96
Surname1078 Name1078 6.10
Surname1080 Name1080 5.82
Surname1081 Name1081 5.70
Surname1084 Name1084 7.28
Surname1086 Name1086 5.42
Surname1087 Name1087 6.64
Surname1092 Name1092 5.02
Surname1095 Name1095 7.08
Surname1099 Name1099 8.28
Surname1101 Name1101 8.06
Surname1103 Name1103 5.42
Surname1104 Name1104 8.34
Surname1107 Name1107 8.68
Surname1109 Name1109 5.06
Surname1111 Name1111 6.88
Surname1112 Name1112 8.80
Surname1114 Name1114 7.44
Surname1115 Name1115 5.34
Surname1119 Name1119 5.54
Surname1120 Name1120 8.58
Surname1121 Name1121 8.38
Surname1124 Name1124 8.16
Surname1125 Name1125 8.06
Surname1126 Name1126 7.58
Surname1127 Name1127 7.10
Surname1129 Name1129 6.40
Surname1133 Name1133 7.92
Surname1135 Name1135 6.28
Surname1138 Name1138 5.42
Surname1140 Name1140 7.56
Surname1142 Name1142 7.40
Surname1143 Name1143 8.80
Surname1144 Name1144 7.64
Surname1145 Name1145 6.46
Surname1146 Name1146 8.62
Surname1147 Name1147 6.58
Surname1148 Name1148 5.64
Surname1150 Name1150 5.66
Surname1152 Name1152 7.16
Surname1153 Name1153 7.00
Surname1154 Name1154 8.56
Surname1155 Name1155 5.02
Surname1156 Name1156 5.08
Surname1158 Name1158 5.48
Surname1159 Name1159 6.46
Surname1169 Name1169 6.82
Surname1171 Name1171 7.34
Surname1173 Name1173 6.46
Surname1175 Name1175 6.22
Surname1176 Name1176 6.70
Surname1180 Name1180 6.36
Surname1181 Name1181 8.38
Surname1186 Name1186 7.86
Surname1187 Name1187 6.16
Surname1189 Name1189 8.64
Surname1191 Name1191 8.24
Surname1192 Name1192 8.56
Surname1193 Name1193 5.58
Surname1195 Name1195 6.64
Surname1199 Name1199 8.98
Surname1201 Name1201 6.98
Surname1202 Name1202 8.00
Surname1204 Name1204 8.32
Surname1205 Name1205 5.72
Surname1206 Name1206 8.26
Surname1207 Name1207 6.94
Surname1209 Name1209 8.44
Surname1214 Name1214 6.98
Surname1215 Name1215 7.46
Surname1218 Name1218 7.06
Surname1222 Name1222 7.74
Surname1226 Name1226 8.92
Surname1228 Name1228 8.28
Surname1229 Name1229 6.76
Surname1230 Name1230 5.64
Surname1231 Name1231 7.74
Surname1232 Name1232 6.92
Surname1233 Name1233 6.28
Surname1235 Name1235 7.26
Surname1236 Name1236 5.70
Surname1238 Name1238 5.18
Surname1240 Name1240 6.70
Surname1241 Name1241 8.62
Surname1242 Name1242 8.80
Surname1243 Name1243 5.18
Surname1245 Name1245 8.34
Surname1246 Name1246 5.00
Surname1248 Name1248 5.30
Surname1249 Name1249 5.18
Surname1252 Name1252 7.00
Surname1254 Name1254 5.98
Surname1255 Name1255 6.00
Surname1256 Name1256 5.42
Surname1258 Name1258 6.98
Surname1260 Name1260 5.86
Surname1261 Name1261 8.14
Surname1263 Name1263 8.50
Surname1265 Name1265 8.22
Surname1266 Name1266 5.58
Surname1267 Name1267 5.94
Surname1268 Name1268 6.92
Surname1273 Name1273 8.14
Surname1274 Name1274 6.76
Surname1275 Name1275 7.62
Surname1276 Name1276 5.00
Surname1277 Name1277 7.62
Surname1278 Name1278 5.34
Surname1279 Name1279 8.26
Surname1280 Name1280 7.80
Surname1281 Name1281 6.94
Surname1282 Name1282 8.98
Surname1283 Name1283 9.22
Surname1285 Name1285 7.28
Surname1287 Name1287 8.50
Surname1288 Name1288 7.82
Surname1289 Name1289 5.16
Surname1293 Name1293 5.44
Surname1296 Name1296 5.38
Surname1297 Name1297 8.68
Surname1299 Name1299 9.16
Surname1301 Name1301 7.10
Surname1306 Name1306 6.92
Surname1307 Name1307 7.92
Surname1308 Name1308 7.12
Surname1310 Name1310 5.28
Surname1311 Name1311 5.92
Surname1312 Name1312 8.74
Surname1315 Name1315 6.10
Surname1317 Name1317 7.34
Surname1318 Name1318 7.44
Surname1322 Name1322 6.06
Surname1323 Name1323 7.06
Surname1324 Name1324 8.58
Surname1327 Name1327 6.42
Surname1328 Name1328 7.06
Surname1329 Name1329 7.10
Surname1331 Name1331 6.18
Surname1332 Name1332 8.74
Surname1333 Name1333 6.98
Surname1335 Name1335 7.98
Surname1339 Name1339 6.24
Surname1341 Name1341 7.40
Surname1343 Name1343 6.06
Surname1344 Name1344 6.64
Surname1345 Name1345 6.52
Surname1346 Name1346 8.52
Surname1348 Name1348 6.12
Surname1349 Name1349 6.82
Surname1350 Name1350 9.22
Surname1352 Name1352 5.06
Surname1353 Name1353 7.28
Surname1354 Name1354 6.64
Surname1355 Name1355 5.28
Surname1356 Name1356 8.28
Surname1358 Name1358 6.04
Surname1361 Name1361 6.40
Surname1362 Name1362 5.54
Surname1363 Name1363 6.38
Surname1364 Name1364 8.80
Surname1365 Name1365 8.40
Surname1366 Name1366 5.88
Surname1367 Name1367 5.80
Surname1368 Name1368 8.68
Surname1370 Name1370 6.88
Surname1373 Name1373 6.04
Surname1374 Name1374 6.82
Surname1375 Name1375 8.80
Surname1376 Name1376 7.10
Surname1378 Name1378 8.22
Surname1379 Name1379 5.70
Surname1380 Name1380 6.12
Surname1381 Name1381 8.62
Surname1382 Name1382 6.82
Surname1386 Name1386 6.34
Surname1387 Name1387 5.58
Surname1389 Name1389 8.44
Surname1390 Name1390 5.36
Surname1391 Name1391 7.90
Surname1392 Name1392 9.04
Surname1393 Name1393 7.10
Surname1394 Name1394 6.00
Surname1398 Name1398 8.10
Surname1399 Name1399 5.94
Surname1400 Name1400 7.08
Surname1401 Name1401 5.40
Surname1402 Name1402 5.78
Surname1405 Name1405 6.82
Surname1407 Name1407 5.32
Surname1408 Name1408 6.18
Surname1410 Name1410 8.14
Surname1411 Name1411 8.38
Surname1413 Name1413 8.32
Surname1414 Name1414 6.06
Surname1417 Name1417 7.42
Surname1418 Name1418 7.86
Surname1420 Name1420 8.26
Surname1421 Name1421 8.56
Surname1427 Name1427 7.52
Surname1429 Name1429 7.08
Surname1430 Name1430 6.24
Surname1431 Name1431 7.76
Surname1432 Name1432 8.98
Surname1433 Name1433 6.32
Surname1436 Name1436 6.76
Surname1437 Name1437 7.10
Surname1439 Name1439 8.46
Surname1440 Name1440 5.42
Surname1442 Name1442 8.40
Surname1444 Name1444 5.94
Surname1449 Name1449 6.82
Surname1451 Name1451 8.50
Surname1452 Name1452 6.70
Surname1453 Name1453 5.72
Surname1454 Name1454 7.40
Surname1457 Name1457 6.22
Surname1458 Name1458 5.18
Surname1460 Name1460 8.62
Surname1461 Name1461 6.98
Surname1462 Name1462 5.18
Surname1463 Name1463 6.16
Surname1464 Name1464 7.86
Surname1467 Name1467 5.16
Surname1468 Name1468 8.22
Surname1470 Name1470 5.28
Surname1471 Name1471 8.22
Surname1473 Name1473 7.62
Surname1474 Name1474 7.34
Surname1475 Name1475 6.58
Surname1477 Name1477 8.10
Surname1480 Name1480 6.18
Surname1482 Name1482 5.92
Surname1483 Name1483 6.86
Surname1484 Name1484 8.16
Surname1485 Name1485 5.22
Surname1486 Name1486 6.28
Surname1487 Name1487 6.00
Surname1488 Name1488 5.94
Surname1490 Name1490 5.66
Surname1491 Name1491 6.06
Surname1492 Name1492 7.10
Surname1494 Name1494 8.80
Surname1497 Name1497 8.98
Surname1498 Name1498 7.04
Surname1500 Name1500 7.98
Surname1502 Name1502 7.04
Surname1503 Name1503 6.34
Surname1504 Name1504 7.12
Surname1505 Name1505 6.18
Surname1509 Name1509 7.34
Surname1511 Name1511 6.74
Surname1512 Name1512 6.60
Surname1513 Name1513 5.64
Surname1514 Name1514 6.62
Surname1515 Name1515 6.62
Surname1518 Name1518 6.00
Surname1521 Name1521 5.46
Surname1522 Name1522 5.42
Surname1526 Name1526 5.28
Surname1527 Name1527 8.80
Surname1528 Name1528 7.42
Surname1529 Name1529 8.86
Surname1530 Name1530 6.40
Surname1531 Name1531 6.44
Surname1532 Name1532 5.74
Surname1533 Name1533 9.10
Surname1534 Name1534 7.98
Surname1535 Name1535 7.92
Surname1537 Name1537 9.16
Surname1539 Name1539 5.34
Surname1543 Name1543 5.70
Surname1544 Name1544 8.44
Surname1547 Name1547 7.40
Surname1549 Name1549 5.30
Surname1553 Name1553 7.28
Surname1554 Name1554 8.04
Surname1555 Name1555 7.82
Surname1556 Name1556 6.56
Surname1560 Name1560 8.80
Surname1561 Name1561 5.42
Surname1564 Name1564 7.28
Surname1565 Name1565 7.92
Surname1566 Name1566 5.12
Surname1567 Name1567 5.70
Surname1568 Name1568 5.00
Surname1569 Name1569 8.74
Surname1571 Name1571 8.50
Surname1573 Name1573 7.10
Surname1574 Name1574 6.12
Surname1575 Name1575 5.46
Surname1578 Name1578 5.08
Surname1581 Name1581 5.36
Surname1582 Name1582 6.44
Surname1583 Name1583 7.20
Surname1585 Name1585 8.34
Surname1586 Name1586 5.12
Surname1587 Name1587 8.74
Surname1589 Name1589 6.10
Surname1591 Name1591 5.46
Surname1592 Name1592 6.70
Surname1593 Name1593 7.86
Surname1594 Name1594 7.64
Surname1595 Name1595 6.40
Surname1596 Name1596 5.82
Surname1598 Name1598 6.64
Surname1599 Name1599 5.00
Surname1600 Name1600 7.52
Surname1601 Name1601 5.88
Surname1603 Name1603 9.22
Surname1604 Name1604 5.54
Surname1607 Name1607 7.62
Surname1608 Name1608 5.36
Surname1610 Name1610 7.74
Surname1611 Name1611 7.46
Surname1612 Name1612 9.10
Surname1613 Name1613 5.76
Surname1614 Name1614 5.40
Surname1615 Name1615 7.04
Surname1617 Name1617 6.48
Surname1618 Name1618 9.52
Surname1620 Name1620 5.48
Surname1622 Name1622 5.70
Surname1623 Name1623 5.18
Surname1626 Name1626 7.64
Surname1628 Name1628 6.76
Surname1629 Name1629 7.20
Surname1630 Name1630 7.44
Surname1632 Name1632 7.10
Surname1635 Name1635 8.92
Surname1636 Name1636 5.66
Surname1642 Name1642 6.92
Surname1643 Name1643 9.22
Surname1645 Name1645 5.72
Surname1649 Name1649 5.66
Surname1650 Name1650 6.86
Surname1651 Name1651 6.22
Surname1653 Name1653 6.40
Surname1655 Name1655 5.34
Surname1657 Name1657 8.04
Surname1658 Name1658 7.34
Surname1659 Name1659 7.46
Surname1660 Name1660 5.94
Surname1662 Name1662 9.22
Surname1663 Name1663 8.98
Surname1666 Name1666 6.46
Surname1667 Name1667 6.06
Surname1668 Name1668 6.86
Surname1669 Name1669 5.68
Surname1671 Name1671 7.92
Surname1674 Name1674 6.06
Surname1679 Name1679 5.48
Surname1680 Name1680 7.46
Surname1683 Name1683 7.88
Surname1684 Name1684 6.24
Surname1686 Name1686 7.46
Surname1687 Name1687 5.08
Surname1689 Name1689 6.52
Surname1691 Name1691 8.62
Surname1695 Name1695 6.22
Surname1696 Name1696 5.64
Surname1698 Name1698 6.00
Surname1701 Name1701 5.78
Surname1702 Name1702 8.50
Surname1703 Name1703 6.30
Surname1704 Name1704 6.04
Surname1705 Name1705 8.38
Surname1706 Name1706 7.04
Surname1707 Name1707 7.28
Surname1708 Name1708 7.04
Surname1709 Name1709 6.92
Surname1710 Name1710 6.36
Surname1711 Name1711 5.24
Surname1712 Name1712 7.80
Surname1714 Name1714 7.04
Surname1716 Name1716 8.40
Surname1718 Name1718 8.44
Surname1719 Name1719 5.52
Surname1720 Name1720 6.00
Surname1721 Name1721 6.16
Surname1722 Name1722 5.66
Surname1723 Name1723 7.04
Surname1725 Name1725 6.18
Surname1727 Name1727 6.54
Surname1730 Name1730 5.54
Surname1732 Name1732 7.16
Surname1734 Name1734 7.86
